locality_name,region_name,price,value_per_sqft,area,construction_status,house_type,total_rooms,total_beds,new_resale,age
Vikhroli, Mumbai,8388000.0,18893,444,Under Construction,Apartment,3,1,New,-3.0
Vikhroli, Mumbai,7395999.999999999,18964,390,Under Construction,Apartment,3,1,New,-3.0
Vikhroli, Mumbai,7727000.0,18938,408,Under Construction,Apartment,3,1,New,-3.0
Dombivali, Mumbai,5200000.0,6117,850,Under Construction,Apartment,4,2,Resale,2.0
Dombivali East, Mumbai,4000000.0,6153,650,Under Construction,Apartment,3,1,Resale,1.0
Wadgaon Sheri, Pune,2600000.0,4193,620,Under Construction,Apartment,3,1,New,1.0
Dombivli (West), Mumbai,4300000.0,6615,650,Under Construction,Apartment,3,1,Resale,1.0
Badlapur East, Mumbai,3020000.0,4541,665,Ready to move,Apartment,3,1,New,2.0
Mira Road East, Mumbai,8692000.0,13189,659,Under Construction,Apartment,4,2,New,0.0
Mira Road East, Mumbai,6268000.0,13251,473,Under Construction,Apartment,3,1,New,0.0
Mira Road East, Mumbai,12500000.0,13213,946,Under Construction,Apartment,5,3,New,0.0
Mira Road East, Mumbai,8779000.0,13161,667,Under Construction,Apartment,4,2,New,0.0
Chembur, Mumbai,5400000.0,19636,275,Ready to move,Apartment,3,1,Resale,14.5
Mira Road East, Mumbai,8992000.0,13184,682,Under Construction,Apartment,4,2,New,0.0
Mira Road East, Mumbai,8950000.0,13142,681,Under Construction,Apartment,4,2,New,0.0
Chembur, Mumbai,5300000.0,17096,310,Ready to move,Apartment,3,1,Resale,14.5
Ravet, Pune,5799000.0,10545,550,Under Construction,Apartment,4,2,New,0.0
Mamurdi, Pune,3209000.0000000005,7660,419,Under Construction,Apartment,3,1,New,-1.0
Mamurdi, Pune,2757000.0,7660,360,Under Construction,Apartment,3,1,New,-1.0
Mamurdi, Pune,3442000.0,7683,448,Under Construction,Apartment,3,1,New,-1.0
Mamurdi, Pune,3250000.0,7683,423,Under Construction,Apartment,3,1,New,-1.0
Gahunje, Pune,4500000.0,7679,586,Under Construction,Apartment,4,2,New,-1.0
Mamurdi, Pune,2750000.0,7660,359,Under Construction,Apartment,3,1,New,-1.0
Gahunje, Pune,3600000.0,7578,475,Under Construction,Apartment,4,2,New,-1.0
Mamurdi, Pune,3457000.0,7683,450,Under Construction,Apartment,3,1,New,-1.0
Gahunje, Pune,2200000.0,7482,294,Under Construction,Apartment,3,1,New,-1.0
Mamurdi, Pune,3342000.0,7683,435,Under Construction,Apartment,3,1,New,-1.0
Gahunje, Pune,5100000.0,8557,596,Under Construction,Apartment,5,3,New,-1.0
Mamurdi, Pune,4052000.0000000005,7838,517,Under Construction,Apartment,4,2,New,-1.0
Gahunje, Pune,3529000.0,9289,380,Under Construction,Apartment,3,1,New,-1.0
Ghatkopar East, Mumbai,15500000.0,29545,528,Under Construction,Apartment,4,2,New,-3.0
Sewri, Mumbai,39900000.0,33029,1208,Ready to move,Apartment,5,3,New,0.5
Ghatkopar East, Mumbai,8500000.0,26398,322,Under Construction,Apartment,3,1,New,-3.0
Sewri, Mumbai,29900000.000000004,35552,841,Ready to move,Apartment,4,2,New,0.5
Sewri, Mumbai,46600000.0,33047,1413,Ready to move,Apartment,5,3,New,0.5
Ravet, Pune,11299999.999999998,12369,918,Under Construction,Apartment,5,3,New,-1.0
Dombivali, Mumbai,4282000.0,6100,702,Ready to move,Apartment,3,1,New,1.5
Dombivali, Mumbai,10200000.0,6100,1686,Ready to move,Apartment,5,3,New,1.5
Dombivali, Mumbai,6490000.000000001,6100,1064,Ready to move,Apartment,3,1,New,1.5
Dombivali, Mumbai,6295000.0,6100,1032,Ready to move,Apartment,4,2,New,1.5
Mira Road East, Mumbai,5900000.0,10573,558,Under Construction,Apartment,3,1,New,2.0
Borivali West, Mumbai,16500000.0,22000,750,Ready to move,Apartment,4,2,Resale,2.5
Goregaon East, Mumbai,25000000.0,17301,1445,Ready to move,Apartment,5,3,New,1.5
Goregaon East, Mumbai,19500000.0,17727,1100,Ready to move,Apartment,4,2,Resale,3.5
Goregaon East, Mumbai,19100000.0,17363,1100,Ready to move,Apartment,4,2,Resale,3.5
Goregaon East, Mumbai,10600000.0,15142,700,Ready to move,Apartment,3,1,Resale,2.0
Goregaon East, Mumbai,16000000.0,17777,900,Ready to move,Apartment,4,2,Resale,2.0
Goregaon East, Mumbai,14500000.0,18125,800,Ready to move,Apartment,4,2,Resale,2.0
Goregaon East, Mumbai,14000000.0,15555,900,Ready to move,Apartment,4,2,Resale,2.0
Kanjurmarg East, Mumbai,15900000.0,15142,1050,Under Construction,Apartment,4,2,New,2.0
Ghatkopar West, Mumbai,23000000.0,18775,1225,Ready to move,Apartment,4,2,Resale,9.5
Ghatkopar East, Mumbai,22500000.0,21428,1050,Ready to move,Apartment,4,2,Resale,2.0
Ghatkopar East, Mumbai,22000000.0,20952,1050,Ready to move,Apartment,4,2,New,2.0
Tardeo, Mumbai,16399999.999999998,32352,510,Ready to move,Apartment,3,1,Resale,2.5
Parel, Mumbai,13600000.000000002,26862,510,Ready to move,Apartment,3,1,Resale,1.0
Sewri, Mumbai,16000000.0,30188,530,Ready to move,Apartment,3,1,New,1.5
Borivali West, Mumbai,19500000.0,13000,1500,Ready to move,Apartment,4,2,Resale,2.0
Borivali West, Mumbai,9500000.0,17924,530,Ready to move,Apartment,3,1,Resale,2.5
Borivali West, Mumbai,7500000.0,15957,470,Ready to move,Studio Apartment,2,0,Resale,1.0
Dahisar, Mumbai,8800000.0,16000,550,Ready to move,Apartment,3,1,Resale,2.0
Neral, Mumbai,2100000.0,3620,580,Under Construction,Apartment,3,1,New,2.0
Rabale, Mumbai,1600000.0,4848,330,Ready to move,Studio Apartment,2,0,New,0.0
Airoli, Mumbai,3000000.0,4477,670,Ready to move,Apartment,3,1,New,1.0
Airoli, Mumbai,2750000.0,5339,515,Ready to move,Apartment,3,1,New,1.0
Agripada, Mumbai,22500000.0,33088,680,Ready to move,Apartment,4,2,Resale,14.5
Vindhane, Raigad,2200000.0,4000,550,Under Construction,Apartment,3,1,New,1.0
Baner, Pune,6545000.0,5257,1245,Under Construction,Apartment,4,2,New,2.0
Baner, Pune,12600000.0,13325,951,Under Construction,Apartment,5,3,New,-3.0
Baner, Pune,8914000.0,13325,669,Under Construction,Apartment,4,2,New,-3.0
Baner, Pune,13600000.000000002,13325,1021,Under Construction,Apartment,5,3,New,-3.0
Baner, Pune,12000000.0,13325,905,Under Construction,Apartment,5,3,New,-3.0
Baner, Pune,10500000.0,13325,792,Under Construction,Apartment,4,2,New,-3.0
Baner, Pune,12700000.0,13325,957,Under Construction,Apartment,5,3,New,-3.0
Baner, Pune,12700000.0,13325,956,Under Construction,Apartment,5,3,New,-3.0
Baner, Pune,11299999.999999998,13325,855,Under Construction,Apartment,4,2,New,-3.0
Baner, Pune,12900000.0,13325,974,Under Construction,Apartment,5,3,New,-3.0
Baner, Pune,8901000.0,13325,668,Under Construction,Apartment,4,2,New,-3.0
Baner, Pune,11299999.999999998,13325,849,Under Construction,Apartment,4,2,New,-3.0
Baner, Pune,13000000.0,13325,982,Under Construction,Apartment,5,3,New,-3.0
Mundhwa, Pune,9700000.0,10998,882,Under Construction,Apartment,4,2,New,-3.0
Mundhwa, Pune,11900000.0,10879,1103,Under Construction,Apartment,5,3,New,-3.0
Mundhwa, Pune,7466000.0,11094,673,Under Construction,Apartment,4,2,New,-4.0
Mundhwa, Pune,9197000.0,11094,829,Under Construction,Apartment,4,2,New,-4.0
Mundhwa, Pune,7400000.0,11094,667,Under Construction,Apartment,4,2,New,-4.0
Tathawade, Pune,3549000.0,12585,282,Under Construction,Apartment,3,1,New,-1.0
Tathawade, Pune,6552000.0,11722,559,Under Construction,Apartment,4,2,New,-1.0
Tathawade, Pune,3419000.0,12570,272,Under Construction,Apartment,3,1,New,-1.0
Tathawade, Pune,6670999.999999999,11725,569,Under Construction,Apartment,4,2,New,-1.0
Tathawade, Pune,3845000.0000000005,12568,306,Under Construction,Apartment,3,1,New,-1.0
Tathawade, Pune,5599000.0,11715,478,Under Construction,Apartment,4,2,New,-1.0
Tathawade, Pune,4311000.0,12571,343,Under Construction,Apartment,3,1,New,-1.0
Tathawade, Pune,3299000.0,12595,262,Under Construction,Apartment,3,1,New,-1.0
Thane West, Mumbai,9400000.0,16967,554,Under Construction,Apartment,4,2,New,-1.0
Thane West, Mumbai,9500000.0,16814,565,Under Construction,Apartment,4,2,New,-1.0
Bavdhan, Pune,9850000.0,8882,1109,Ready to move,Apartment,5,3,New,2.5
Bavdhan, Pune,7015000.000000001,9098,771,Ready to move,Apartment,4,2,New,2.5
Bavdhan, Pune,9019000.0,8921,1011,Ready to move,Apartment,5,3,New,2.5
Bavdhan, Pune,3936000.0,8925,441,Ready to move,Apartment,3,1,New,2.5
Tathawade, Pune,6723000.0,11733,573,Under Construction,Apartment,4,2,New,-1.0
Baner, Pune,12000000.0,13325,905,Under Construction,Apartment,5,3,New,-3.0
Baner, Pune,10500000.0,13325,792,Under Construction,Apartment,4,2,New,-3.0
Baner, Pune,12700000.0,13325,957,Under Construction,Apartment,5,3,New,-3.0
Baner, Pune,12700000.0,13325,956,Under Construction,Apartment,5,3,New,-3.0
Baner, Pune,11299999.999999998,13325,855,Under Construction,Apartment,4,2,New,-3.0
Baner, Pune,12900000.0,13325,974,Under Construction,Apartment,5,3,New,-3.0
Baner, Pune,8901000.0,13325,668,Under Construction,Apartment,4,2,New,-3.0
Baner, Pune,11299999.999999998,13325,849,Under Construction,Apartment,4,2,New,-3.0
Baner, Pune,13000000.0,13325,982,Under Construction,Apartment,5,3,New,-3.0
Thane West, Mumbai,16500000.0,21796,757,Ready to move,Apartment,5,3,New,2.5
Thane West, Mumbai,12200000.0,20163,610,Ready to move,Apartment,4,2,New,2.5
Thane West, Mumbai,12000000.0,20163,599,Ready to move,Apartment,4,2,New,2.5
Thane West, Mumbai,11900000.0,20162,591,Ready to move,Apartment,4,2,New,2.5
Thane West, Mumbai,10200000.0,20558,501,Ready to move,Apartment,4,2,New,2.5
Thane West, Mumbai,13100000.0,19730,669,Ready to move,Apartment,4,2,New,2.5
Thane West, Mumbai,16500000.0,21796,757,Ready to move,Apartment,5,3,New,2.5
Thane West, Mumbai,12200000.0,20163,610,Ready to move,Apartment,4,2,New,2.5
Thane West, Mumbai,12000000.0,20163,599,Ready to move,Apartment,4,2,New,2.5
Thane West, Mumbai,11900000.0,20162,591,Ready to move,Apartment,4,2,New,2.5
Thane West, Mumbai,10200000.0,20558,501,Ready to move,Apartment,4,2,New,2.5
Thane West, Mumbai,13100000.0,19730,669,Ready to move,Apartment,4,2,New,2.5
Dombivali, Mumbai,6304000.0,9819,642,Under Construction,Apartment,5,3,New,2.0
Dombivali, Mumbai,4164000.0,9822,424,Under Construction,Apartment,3,1,New,2.0
Dombivali, Mumbai,5299000.0,9814,540,Under Construction,Apartment,4,2,New,2.0
Dombivali, Mumbai,3910000.0,9826,398,Under Construction,Apartment,3,1,New,2.0
Dombivali, Mumbai,5175000.0,9820,527,Under Construction,Apartment,4,2,New,2.0
Dombivali, Mumbai,4986000.0,9816,508,Under Construction,Apartment,3,1,New,2.0
Dombivali, Mumbai,6312000.0,9817,643,Under Construction,Apartment,5,3,New,2.0
Dombivali, Mumbai,5583000.0,9812,569,Under Construction,Apartment,4,2,New,2.0
Thane West, Mumbai,10200000.0,20558,501,Ready to move,Apartment,4,2,New,2.5
Thane West, Mumbai,13100000.0,19730,669,Ready to move,Apartment,4,2,New,2.5
Mamurdi, Pune,6312000.0,9971,633,Under Construction,Apartment,5,3,New,-2.0
Mamurdi, Pune,6258000.0,9964,628,Under Construction,Apartment,5,3,New,-2.0
Mamurdi, Pune,4513000.0,8814,512,Under Construction,Apartment,4,2,New,-2.0
Thane West, Mumbai,16399999.999999998,20297,808,Ready to move,Apartment,4,2,New,2.5
Thane West, Mumbai,8200000.0,18222,450,Ready to move,Apartment,3,1,New,2.5
Thane West, Mumbai,39600000.0,22589,1753,Ready to move,Apartment,6,4,New,2.5
Thane West, Mumbai,26800000.0,20241,1324,Ready to move,Apartment,5,3,New,2.5
Thane West, Mumbai,11900000.0,19899,598,Ready to move,Apartment,4,2,New,2.5
Thane West, Mumbai,20299999.999999996,20484,991,Ready to move,Apartment,5,3,New,2.5
Thane West, Mumbai,13700000.000000002,20663,663,Ready to move,Apartment,4,2,New,2.5
Thane West, Mumbai,15500000.0,20367,761,Ready to move,Apartment,4,2,New,2.5
Thane West, Mumbai,19500000.0,20656,944,Ready to move,Apartment,5,3,New,2.5
Thane West, Mumbai,13000000.0,20569,632,Ready to move,Apartment,4,2,New,2.5
Tathawade, Pune,3549000.0,12585,282,Under Construction,Apartment,3,1,New,-1.0
Tathawade, Pune,6552000.0,11722,559,Under Construction,Apartment,4,2,New,-1.0
Tathawade, Pune,3419000.0,12570,272,Under Construction,Apartment,3,1,New,-1.0
Tathawade, Pune,6670999.999999999,11725,569,Under Construction,Apartment,4,2,New,-1.0
Tathawade, Pune,3845000.0000000005,12568,306,Under Construction,Apartment,3,1,New,-1.0
Tathawade, Pune,5599000.0,11715,478,Under Construction,Apartment,4,2,New,-1.0
Tathawade, Pune,4311000.0,12571,343,Under Construction,Apartment,3,1,New,-1.0
Bavdhan, Pune,7015000.000000001,9098,771,Ready to move,Apartment,4,2,New,2.5
Bavdhan, Pune,9019000.0,8921,1011,Ready to move,Apartment,5,3,New,2.5
Bavdhan, Pune,3936000.0,8925,441,Ready to move,Apartment,3,1,New,2.5
Dombivali, Mumbai,6304000.0,9819,642,Under Construction,Apartment,5,3,New,2.0
Dombivali, Mumbai,4164000.0,9822,424,Under Construction,Apartment,3,1,New,2.0
Dombivali, Mumbai,5299000.0,9814,540,Under Construction,Apartment,4,2,New,2.0
Dombivali, Mumbai,3910000.0,9826,398,Under Construction,Apartment,3,1,New,2.0
Dombivali, Mumbai,5175000.0,9820,527,Under Construction,Apartment,4,2,New,2.0
Dombivali, Mumbai,4986000.0,9816,508,Under Construction,Apartment,3,1,New,2.0
Dombivali, Mumbai,6312000.0,9817,643,Under Construction,Apartment,5,3,New,2.0
Dombivali, Mumbai,5583000.0,9812,569,Under Construction,Apartment,4,2,New,2.0
Dombivali, Mumbai,5824000.0,9821,593,Under Construction,Apartment,4,2,New,2.0
Dombivali, Mumbai,4194000.0,9822,427,Under Construction,Apartment,3,1,New,2.0
Tathawade, Pune,4521000.0,9097,497,Under Construction,Apartment,4,2,New,-1.0
Tathawade, Pune,4499000.0,9090,495,Under Construction,Apartment,4,2,New,-1.0
Tathawade, Pune,5099000.0,9289,549,Under Construction,Apartment,4,2,New,-1.0
Thane West, Mumbai,11800000.0,17251,684,Ready to move,Apartment,4,2,New,2.5
Tathawade, Pune,5089000.0,9303,547,Under Construction,Apartment,4,2,New,-1.0
Dhayari, Pune,6548999.999999999,6485,1010,Under Construction,Apartment,5,3,New,-3.0
Dhayari, Pune,4899000.0,6464,759,Under Construction,Apartment,4,2,New,-3.0
Dhayari, Pune,6489000.0,6496,1000,Under Construction,Apartment,5,3,New,-3.0
Dhayari, Pune,6559000.0,6482,1012,Under Construction,Apartment,5,3,New,-3.0
Dhayari, Pune,4909000.0,6452,761,Under Construction,Apartment,4,2,New,-3.0
Dhayari, Pune,4889000.0,6468,757,Under Construction,Apartment,4,2,New,-3.0
Hadapsar, Pune,13700000.000000002,11999,1146,Under Construction,Apartment,5,3,New,-2.0
Hadapsar, Pune,9752000.0,12329,791,Under Construction,Apartment,4,2,New,-2.0
Kharadi, Pune,11399999.999999998,8479,1350,Under Construction,Apartment,4,2,New,-2.0
Kharadi, Pune,11399999.999999998,8482,1348,Under Construction,Apartment,4,2,New,-2.0
Kharadi, Pune,9833000.0,8725,1127,Under Construction,Apartment,4,2,New,-2.0
Kharadi, Pune,12400000.0,8367,1488,Under Construction,Apartment,5,3,New,-2.0
Kharadi, Pune,14200000.0,8203,1738,Under Construction,Apartment,4,2,New,-2.0
Kharadi, Pune,19600000.0,7916,2477,Under Construction,Apartment,5,3,New,-2.0
Kharadi, Pune,10200000.0,8650,1189,Under Construction,Apartment,4,2,New,-2.0
Kharadi, Pune,17700000.0,7995,2224,Under Construction,Apartment,5,3,New,-2.0
Kharadi, Pune,17400000.0,8008,2186,Under Construction,Apartment,5,3,New,-2.0
Kharadi, Pune,9753000.0,8739,1116,Under Construction,Apartment,4,2,New,-2.0
Hadapsar, Pune,9752000.0,12329,791,Under Construction,Apartment,4,2,New,-2.0
Kharadi, Pune,13100000.0,8298,1582,Under Construction,Apartment,5,3,New,-2.0
Kharadi, Pune,8998000.0,8085,1114,Under Construction,Apartment,4,2,New,-2.0
Kharadi, Pune,19900000.0,7905,2519,Under Construction,Apartment,5,3,New,-2.0
Kharadi, Pune,13000000.0,8312,1566,Under Construction,Apartment,5,3,New,-2.0
Kharadi, Pune,12600000.0,8350,1512,Under Construction,Apartment,4,2,New,-2.0
Kharadi, Pune,19700000.0,7913,2494,Under Construction,Apartment,5,3,New,-2.0
Kharadi, Pune,12300000.0,8374,1481,Under Construction,Apartment,5,3,New,-2.0
Kharadi, Pune,9736000.0,8740,1114,Under Construction,Apartment,4,2,New,-2.0
Kharadi, Pune,12400000.0,8359,1495,Under Construction,Apartment,5,3,New,-2.0
Kharadi, Pune,12300000.0,8377,1471,Under Construction,Apartment,5,3,New,-2.0
Kharadi, Pune,9834000.0,8726,1128,Under Construction,Apartment,4,2,New,-2.0
Kharadi, Pune,18400000.0,7964,2311,Under Construction,Apartment,5,3,New,-2.0
Kharadi, Pune,9993000.0,8697,1149,Under Construction,Apartment,4,2,New,-2.0
Kharghar, Mumbai,12000000.0,25917,463,Under Construction,Apartment,4,2,New,-2.0
Dhanori, Pune,6737000.0,11616,581,Under Construction,Apartment,4,2,New,-1.0
Dhanori, Pune,7148999.999999999,11606,616,Under Construction,Apartment,4,2,New,-1.0
Dhanori, Pune,6798999.999999999,10675,637,Under Construction,Apartment,4,2,New,-1.0
Dhanori, Pune,6693000.000000001,11621,577,Under Construction,Apartment,4,2,New,-1.0
Dhanori, Pune,6702000.0,11616,578,Under Construction,Apartment,4,2,New,-1.0
Dhanori, Pune,6498999.999999999,11607,560,Under Construction,Apartment,4,2,New,-1.0
Dhanori, Pune,4399000.0,10476,420,Under Construction,Apartment,3,1,New,-1.0
Dhanori, Pune,4232000.0,10797,392,Under Construction,Apartment,3,1,New,-1.0
Dhanori, Pune,4199000.0,10796,389,Under Construction,Apartment,3,1,New,-1.0
Dhanori, Pune,7384000.0,11610,636,Under Construction,Apartment,4,2,New,-1.0
Dhanori, Pune,6534999.999999999,11607,563,Under Construction,Apartment,4,2,New,-1.0
Dhanori, Pune,7158000.0,11620,617,Under Construction,Apartment,4,2,New,-1.0
Dhanori, Pune,4502000.0,10822,417,Under Construction,Apartment,3,1,New,-1.0
Dhanori, Pune,7186000.0,11610,619,Under Construction,Apartment,4,2,New,-1.0
Ulwe, Mumbai,7500000.0,7772,965,Ready to move,Apartment,4,2,New,2.5
Ulwe, Mumbai,7500000.0,7772,965,Ready to move,Apartment,4,2,New,2.5
Ghatkopar East, Mumbai,12900000.0,21024,615,Under Construction,Apartment,4,2,New,-2.0
Ghatkopar East, Mumbai,13300000.0,20992,637,Under Construction,Apartment,4,2,New,-2.0
Ghatkopar East, Mumbai,9361000.0,21037,446,Under Construction,Apartment,3,1,New,-2.0
Ghatkopar East, Mumbai,13300000.0,20993,636,Under Construction,Apartment,4,2,New,-2.0
Ghatkopar East, Mumbai,11700000.0,20994,560,Under Construction,Apartment,4,2,New,-2.0
Thane West, Mumbai,4599000.0,14507,317,Under Construction,Apartment,3,1,New,-3.0
Dombivali, Mumbai,6429000.000000001,10608,606,Under Construction,Apartment,4,2,New,-1.0
Dombivali, Mumbai,5420000.0,10753,504,Under Construction,Apartment,4,2,New,-1.0
Dombivali, Mumbai,5359000.0,10570,507,Under Construction,Apartment,4,2,New,-1.0
Dombivali, Mumbai,6690000.000000001,10585,632,Under Construction,Apartment,4,2,New,-1.0
Dombivali, Mumbai,9999000.0,10892,918,Under Construction,Apartment,5,3,New,-1.0
Dombivali, Mumbai,6843000.000000001,10431,656,Under Construction,Apartment,4,2,New,-1.0
Dombivali, Mumbai,5636000.0,10173,554,Under Construction,Apartment,4,2,New,-1.0
Dombivali, Mumbai,7195000.0,10382,693,Under Construction,Apartment,4,2,New,-1.0
Dombivali, Mumbai,6734999.999999999,10204,660,Under Construction,Apartment,4,2,New,-1.0
Dombivali, Mumbai,5456000.0,10333,528,Under Construction,Apartment,4,2,New,-1.0
Dombivali, Mumbai,5000000.0,10060,497,Under Construction,Apartment,4,2,New,-1.0
Dombivali, Mumbai,8600000.0,9471,908,Under Construction,Apartment,5,3,New,-1.0
Dombivali, Mumbai,7177000.0,10569,679,Under Construction,Apartment,4,2,New,-1.0
Dombivali, Mumbai,8551000.0,10060,850,Under Construction,Apartment,5,3,New,-1.0
Dombivali, Mumbai,4590000.0,9017,509,Ready to move,Apartment,3,1,New,3.5
Dombivali, Mumbai,6876000.000000001,9616,715,Ready to move,Apartment,4,2,New,3.5
Thane West, Mumbai,15400000.0,12769,1206,Under Construction,Apartment,4,2,New,1.0
Thane West, Mumbai,9900000.0,12790,774,Under Construction,Apartment,4,2,New,1.0
Thane West, Mumbai,11700000.0,12380,945,Under Construction,Apartment,4,2,New,1.0
Thane West, Mumbai,14900000.0,13256,1124,Under Construction,Apartment,5,3,New,1.0
Thane West, Mumbai,17300000.0,12729,1359,Under Construction,Apartment,5,3,New,1.0
Thane West, Mumbai,10500000.0,16459,645,Under Construction,Apartment,4,2,New,-5.0
Thane West, Mumbai,8924000.0,20901,428,Under Construction,Apartment,3,1,New,-5.0
Bhiwandi, Mumbai,8084000.0,9488,853,Ready to move,Apartment,5,3,New,5.5
Thane West, Mumbai,9939000.0,15853,627,Under Construction,Apartment,4,2,New,-5.0
Thane West, Mumbai,8599000.0,20140,427,Under Construction,Apartment,3,1,New,-5.0
Bhiwandi, Mumbai,7304000.000000001,10804,677,Ready to move,Apartment,4,2,New,5.5
Thane West, Mumbai,9899000.0,15865,624,Under Construction,Apartment,4,2,New,-5.0
Bhiwandi, Mumbai,9213000.0,9949,927,Ready to move,Apartment,5,3,New,5.5
Thane West, Mumbai,10000000.0,15772,634,Under Construction,Apartment,4,2,New,-5.0
Bhiwandi, Mumbai,6068000.0,9834,617,Ready to move,Apartment,4,2,New,5.5
Anjurdive, Mumbai,9044000.0,11235,805,Under Construction,Apartment,5,3,New,0.0
Anjurdive, Mumbai,7595000.0,12766,595,Under Construction,Apartment,4,2,New,0.0
Anjurdive, Mumbai,7009999.999999999,12563,558,Under Construction,Apartment,4,2,New,0.0
Anjurdive, Mumbai,9044000.0,11235,805,Under Construction,Apartment,5,3,New,0.0
Anjurdive, Mumbai,7595000.0,12766,595,Under Construction,Apartment,4,2,New,0.0
Anjurdive, Mumbai,7009999.999999999,12563,558,Under Construction,Apartment,4,2,New,0.0
Anjurdive, Mumbai,12100000.0,12340,986,Under Construction,Apartment,5,3,New,0.0
